learning_rate,reg_param,batch_norm,depth,num_hidden_layers,activation,train_error,test_error,train_size
0.001,1e-07,True,16,12,Sigmoid,0.02430889941751957,0.026874016970396042,4096
0.01,1e-06,True,4,24,Sigmoid,0.02591102197766304,0.026977356523275375,8192
0.01,1e-06,True,4,6,Sigmoid,0.026222707703709602,0.02710578963160515,4096
0.001,0.0001,True,16,12,Sigmoid,0.0243489071726799,0.027122296392917633,8192
0.01,1e-07,True,4,24,Sigmoid,0.025418095290660858,0.027195744216442108,8192
0.01,1e-05,True,4,6,Sigmoid,0.025074763223528862,0.02720511332154274,2048
0.01,1e-05,True,4,12,Sigmoid,0.023733727633953094,0.027388596907258034,1024
0.01,0.0001,True,4,24,Sigmoid,0.026355965062975883,0.027399854734539986,4096
0.001,1e-05,True,8,12,Sigmoid,0.027028584852814674,0.02743971347808838,4096
0.01,0.0001,True,8,6,Sigmoid,0.02727540209889412,0.027529515326023102,512
0.001,1e-07,True,8,12,Sigmoid,0.025182530283927917,0.027568098157644272,4096
0.01,0.0001,True,4,24,Sigmoid,0.02388705313205719,0.02772376872599125,1024
0.01,1e-07,True,4,6,Sigmoid,0.024933528155088425,0.02790229022502899,512
0.01,1e-07,True,4,6,Sigmoid,0.027363533154129982,0.02792978659272194,8192
0.001,0.0001,True,16,12,Sigmoid,0.01845451258122921,0.028023891150951385,1024
0.01,1e-05,True,4,12,Sigmoid,0.02790658548474312,0.028040550649166107,8192
0.001,1e-06,True,16,12,Sigmoid,0.02801523357629776,0.028046272695064545,8192
0.01,1e-05,True,4,6,Sigmoid,0.02338193543255329,0.028286922723054886,512
0.01,1e-07,True,4,6,Sigmoid,0.02926570177078247,0.02835693396627903,4096
0.01,0.0001,True,4,24,Sigmoid,0.027730712667107582,0.02851863205432892,8192
0.01,0.0001,True,4,6,Sigmoid,0.028041092678904533,0.028538614511489868,8192
0.01,1e-07,True,4,12,Sigmoid,0.028010407462716103,0.028585415333509445,8192
0.01,1e-05,True,4,6,Sigmoid,0.0283551886677742,0.028748532757163048,4096
0.001,0.0001,True,16,12,Sigmoid,0.023531556129455566,0.028902176767587662,2048
0.01,0.0001,True,16,24,Sigmoid,0.02540500834584236,0.028973877429962158,256
0.001,1e-06,True,8,6,Sigmoid,0.025113161653280258,0.029249269515275955,1024
0.001,1e-06,True,16,6,Sigmoid,0.013320947997272015,0.029279977083206177,512
0.001,1e-07,True,16,24,Sigmoid,0.019931165501475334,0.02941885218024254,2048
0.001,1e-06,True,16,12,Sigmoid,0.022684749215841293,0.029616035521030426,2048
0.01,1e-06,True,4,24,Sigmoid,0.028058547526597977,0.029907941818237305,1024
0.001,1e-07,True,16,12,Sigmoid,0.02762288972735405,0.030081387609243393,2048
0.01,1e-06,True,4,6,Sigmoid,0.026557577773928642,0.03016134910285473,1024
0.01,1e-06,True,4,24,Sigmoid,0.02186763659119606,0.03030465915799141,256
0.01,1e-05,True,4,24,Sigmoid,0.02630581520497799,0.030311763286590576,1024
0.01,0.0001,True,4,12,Sigmoid,0.028026988729834557,0.03040962852537632,1024
0.01,1e-06,True,4,12,Sigmoid,0.024232767522335052,0.030424438416957855,512
0.01,1e-05,True,4,24,Sigmoid,0.0289948470890522,0.030513664707541466,8192
0.001,1e-06,True,8,12,Sigmoid,0.025390557944774628,0.03063688986003399,2048
0.01,0.0001,True,16,24,Sigmoid,0.03009817562997341,0.030666207894682884,8192
0.01,0.0001,True,4,6,Sigmoid,0.029474273324012756,0.030766233801841736,1024
0.001,0.0001,True,16,24,Sigmoid,0.025818858295679092,0.030870968475937843,4096
0.01,1e-06,True,4,12,Sigmoid,0.026611311361193657,0.031000258401036263,2048
0.01,1e-06,True,4,6,Sigmoid,0.029655959457159042,0.0310556348413229,2048
0.01,1e-07,True,4,12,Sigmoid,0.02857862040400505,0.031081482768058777,512
0.01,1e-07,True,16,6,Sigmoid,0.03100409358739853,0.031114012002944946,2048
0.001,1e-06,True,16,24,Sigmoid,0.020637033507227898,0.03112979419529438,2048
0.001,0.0001,True,8,6,Sigmoid,0.024339793249964714,0.03120356611907482,1024
0.01,1e-05,True,4,6,Sigmoid,0.02838473580777645,0.031248748302459717,1024
0.01,1e-05,True,16,24,Sigmoid,0.02906474471092224,0.03134454786777496,8192
0.001,1e-06,True,4,6,Sigmoid,0.030431516468524933,0.03136488050222397,8192
0.001,1e-05,True,8,6,Sigmoid,0.029159031808376312,0.031532589346170425,2048
0.001,1e-07,True,8,6,Sigmoid,0.023603394627571106,0.03163153678178787,512
0.01,1e-06,True,4,6,Sigmoid,0.021931089460849762,0.03192943334579468,256
0.01,0.0001,True,4,6,Sigmoid,0.03108198195695877,0.03197849541902542,2048
0.01,1e-06,True,4,24,Sigmoid,0.030201293528079987,0.03215575963258743,4096
0.001,1e-05,True,8,24,Sigmoid,0.029411936178803444,0.03230057284235954,8192
0.001,1e-06,True,8,6,Sigmoid,0.030891625210642815,0.03284546360373497,4096
0.01,1e-05,True,16,12,Sigmoid,0.03227588161826134,0.03288639709353447,8192
0.001,1e-06,True,8,6,Sigmoid,0.03210185095667839,0.03291337937116623,8192
0.01,1e-06,True,4,6,Sigmoid,0.028941147029399872,0.03306463360786438,512
0.001,0.0001,True,16,24,Sigmoid,0.023782312870025635,0.03330469876527786,2048
0.001,1e-07,True,8,6,Sigmoid,0.03219868987798691,0.03332531824707985,4096
0.01,0.0001,True,4,12,Sigmoid,0.02779277414083481,0.03349689394235611,512
0.01,1e-05,True,4,12,Sigmoid,0.0315752811729908,0.03350313380360603,4096
0.001,1e-05,True,4,6,Sigmoid,0.031192347407341003,0.03367680311203003,1024
0.001,1e-05,True,8,12,Sigmoid,0.03325723111629486,0.03382084518671036,8192
0.01,1e-05,True,4,12,Sigmoid,0.023773683235049248,0.03390941023826599,256
0.001,1e-07,True,8,24,Sigmoid,0.03366620093584061,0.03405369445681572,8192
0.01,0.0001,True,16,6,Sigmoid,0.030230790376663208,0.03411763533949852,512
0.01,0.0001,True,4,6,Sigmoid,0.023635759949684143,0.03416765481233597,256
0.01,1e-06,True,8,12,Sigmoid,0.012559513561427593,0.03417672961950302,256
0.01,1e-07,True,4,24,Sigmoid,0.026117362082004547,0.034184034913778305,1024
0.001,1e-07,True,8,6,Sigmoid,0.030629750341176987,0.034258924424648285,2048
0.001,1e-05,True,16,24,Sigmoid,0.023084795102477074,0.034406743943691254,2048
0.01,0.0001,True,8,12,Sigmoid,0.020512940362095833,0.03490544110536575,256
0.01,1e-05,True,16,24,Sigmoid,0.013399196788668633,0.035013943910598755,256
0.01,1e-05,True,8,12,Sigmoid,0.01751767098903656,0.0350629948079586,256
0.01,1e-05,True,4,24,Sigmoid,0.028667906299233437,0.035137202590703964,512
0.001,1e-07,True,8,12,Sigmoid,0.031639717519283295,0.03524231165647507,8192
0.01,1e-05,True,4,6,Sigmoid,0.0247151218354702,0.0355529710650444,256
0.001,0.0001,True,8,6,Sigmoid,0.03484107553958893,0.03556313365697861,8192
0.001,1e-05,True,16,24,Sigmoid,0.018635142594575882,0.0356685109436512,1024
0.01,1e-06,True,4,24,Sigmoid,0.023407088592648506,0.035727985203266144,512
0.001,1e-06,True,16,12,Sigmoid,0.022007273510098457,0.035783957690000534,1024
0.001,1e-05,True,8,6,Sigmoid,0.034198932349681854,0.03580453246831894,4096
0.01,1e-07,True,4,24,Sigmoid,0.034587498754262924,0.03653214871883392,2048
0.01,0.0001,True,16,6,Sigmoid,0.01840255782008171,0.03670044243335724,128
0.01,1e-07,True,4,12,Sigmoid,0.02873276174068451,0.036874279379844666,2048
0.001,1e-06,True,8,12,Sigmoid,0.02767324075102806,0.03731575608253479,1024
0.001,1e-07,True,16,12,Sigmoid,0.024995461106300354,0.037751466035842896,1024
0.01,1e-07,True,16,24,Sigmoid,0.004443956073373556,0.03801251947879791,256
0.01,1e-06,True,4,24,Sigmoid,0.037553347647190094,0.03803030028939247,2048
0.01,1e-06,True,4,12,Sigmoid,0.02015898935496807,0.03817101567983627,256
0.01,0.0001,True,8,24,Sigmoid,0.017925240099430084,0.03829879313707352,256
0.001,1e-06,True,8,6,Sigmoid,0.03544538840651512,0.03838273510336876,2048
0.001,0.0001,True,8,24,Sigmoid,0.03936431184411049,0.03839292377233505,8192
0.01,1e-06,True,16,24,Sigmoid,0.008000634610652924,0.03840605169534683,256
0.01,1e-07,True,8,12,Sigmoid,0.01377114374190569,0.038579732179641724,256
0.01,1e-05,True,16,12,Sigmoid,0.009629743173718452,0.038845136761665344,256
0.001,1e-07,True,8,24,Sigmoid,0.034206878393888474,0.040029507130384445,2048
0.001,1e-07,True,16,6,Sigmoid,0.022544164210557938,0.04006286710500717,512
0.01,1e-06,True,16,6,Sigmoid,0.0065017445012927055,0.040114715695381165,128
0.01,0.0001,True,4,12,Sigmoid,0.024655623361468315,0.04012932628393173,256
0.001,1e-06,True,4,6,Sigmoid,0.04000362753868103,0.04068055748939514,512
0.001,1e-05,True,8,6,Sigmoid,0.027263585478067398,0.04121951758861542,512
0.001,0.0001,True,8,12,Sigmoid,0.04084211587905884,0.04130074381828308,8192
0.001,0.0001,True,16,12,Sigmoid,0.01574339158833027,0.04168618470430374,512
0.001,0.0001,True,4,6,Sigmoid,0.04063614457845688,0.04198339581489563,8192
0.01,1e-05,True,4,24,Sigmoid,0.037851426750421524,0.04261147975921631,2048
0.001,0.0001,True,8,12,Sigmoid,0.03465917706489563,0.042811185121536255,1024
0.01,1e-07,True,4,24,Sigmoid,0.028146617114543915,0.042825207114219666,512
0.01,1e-07,True,4,12,Sigmoid,0.023871157318353653,0.042834408581256866,256
0.01,1e-06,True,8,6,Sigmoid,0.012543815188109875,0.04291730374097824,128
0.01,1e-07,True,16,24,Sigmoid,0.04280299320816994,0.04296356439590454,2048
0.001,1e-06,True,8,24,Sigmoid,0.04037053883075714,0.04313996061682701,8192
0.01,1e-06,True,16,24,Sigmoid,0.01625267043709755,0.04339282214641571,512
0.001,0.0001,True,8,6,Sigmoid,0.030790861696004868,0.04357970505952835,512
0.001,1e-07,True,8,6,Sigmoid,0.022291382774710655,0.043642837554216385,256
0.01,1e-07,True,4,24,Sigmoid,0.029149014502763748,0.04410736262798309,256
0.001,1e-05,True,8,12,Sigmoid,0.031228873878717422,0.044119395315647125,1024
0.01,1e-05,True,4,12,Sigmoid,0.028790894895792007,0.04418152943253517,512
0.001,0.0001,True,8,6,Sigmoid,0.040487758815288544,0.04426473379135132,2048
0.001,1e-05,True,8,12,Sigmoid,0.032194413244724274,0.044496551156044006,2048
0.001,1e-05,True,8,24,Sigmoid,0.03638102486729622,0.04464754834771156,4096
0.01,0.0001,True,8,24,Sigmoid,0.045269422233104706,0.045526012778282166,2048
0.001,1e-05,True,8,6,Sigmoid,0.045207031071186066,0.04556368291378021,8192
0.001,1e-05,True,4,12,Sigmoid,0.04474123567342758,0.04564441367983818,8192
0.001,1e-06,True,16,6,Sigmoid,0.009549285285174847,0.04590551555156708,256
0.001,1e-06,True,4,6,Sigmoid,0.04614144191145897,0.045994602143764496,4096
0.01,1e-06,True,16,24,Sigmoid,0.04542005434632301,0.046391069889068604,1024
0.001,1e-05,True,8,6,Sigmoid,0.042139992117881775,0.04744202643632889,1024
0.001,1e-05,True,8,24,Sigmoid,0.04008918255567551,0.04763171076774597,2048
0.01,0.0001,True,4,6,Sigmoid,0.018847612664103508,0.04792178422212601,128
0.01,0.0001,True,4,24,Sigmoid,0.034822769463062286,0.04796208068728447,512
0.001,0.0001,True,4,6,Sigmoid,0.0389939583837986,0.0481705404818058,2048
0.001,0.0001,True,8,12,Sigmoid,0.03967539221048355,0.048326343297958374,4096
0.01,1e-07,True,8,6,Sigmoid,0.006135635077953339,0.048936229199171066,128
0.001,1e-06,True,4,6,Sigmoid,0.033832401037216187,0.04925525188446045,1024
0.001,1e-07,True,8,6,Sigmoid,0.03923980891704559,0.04947955906391144,1024
0.01,1e-07,True,8,24,Sigmoid,0.012034909799695015,0.04954531043767929,256
0.01,1e-07,True,4,6,Sigmoid,0.02884984388947487,0.04981167986989021,256
0.001,1e-07,True,4,6,Sigmoid,0.046354904770851135,0.050057437270879745,2048
0.001,1e-06,True,4,24,Sigmoid,0.046881549060344696,0.05030049383640289,8192
0.01,0.0001,True,8,6,Sigmoid,0.017826981842517853,0.05030880868434906,128
0.01,1e-07,True,4,6,Sigmoid,0.019772764295339584,0.05075523257255554,128
0.001,1e-05,True,8,12,Sigmoid,0.030297797173261642,0.05076783522963524,512
0.01,1e-06,True,4,6,Sigmoid,0.017596017569303513,0.050794266164302826,128
0.001,1e-07,True,8,12,Sigmoid,0.042327456176280975,0.051090627908706665,2048
0.001,0.0001,True,4,6,Sigmoid,0.048435360193252563,0.051132090389728546,4096
0.01,1e-07,True,16,12,Sigmoid,0.010902133770287037,0.05173545330762863,256
0.01,1e-05,True,8,6,Sigmoid,0.00854606181383133,0.052027471363544464,128
0.01,0.0001,True,8,24,Sigmoid,0.053486600518226624,0.052134446799755096,4096
0.01,1e-06,True,4,12,Sigmoid,0.020252324640750885,0.05238217115402222,128
0.001,1e-06,True,8,12,Sigmoid,0.04646550118923187,0.05254523828625679,8192
