optimizer,learning_rate,weight_decay,beta_1,beta_2,eps,num_epochs,batch_size,layer_depth,n_layers,activation_function,train_error,test_error,training_set_size,train_time,version,scenario
adam,0.001,1e-07,0.9,0.99,1e-08,2000,,16,6,Sigmoid,0.10446369647979736,2.5667152404785156,16,4,1,projectile
adam,0.001,1e-06,0.9,0.99,1e-08,2000,,16,6,Sigmoid,0.018501639366149902,2.5703837871551514,16,4,1,projectile
adam,0.001,0.0001,0.9,0.99,1e-08,2000,,16,6,Sigmoid,0.004497706890106201,2.587130546569824,16,4,1,projectile
adam,0.001,1e-05,0.9,0.99,1e-08,2000,,8,6,Sigmoid,2.3640408515930176,2.588475227355957,256,4,1,projectile
adam,0.01,1e-06,0.9,0.99,1e-08,2000,,4,12,Sigmoid,0.03220844268798828,2.629802703857422,16,8,1,projectile
adam,0.001,1e-06,0.9,0.99,1e-08,2000,,8,6,Sigmoid,2.4502034187316895,2.6414120197296143,256,4,1,projectile
adam,0.001,1e-06,0.9,0.99,1e-08,2000,,8,6,Sigmoid,2.6255640983581543,2.658092498779297,512,4,1,projectile
adam,0.001,1e-05,0.9,0.99,1e-08,2000,256.0,4,12,Sigmoid,2.657142400741577,2.6924686431884766,512,18,1,projectile
adam,0.001,1e-06,0.9,0.99,1e-08,2000,,16,6,Sigmoid,0.003955245018005371,2.6955904960632324,16,4,1,projectile
adam,0.001,0.0001,0.9,0.99,1e-08,2000,,8,6,Sigmoid,2.4124350547790527,2.69937801361084,128,4,1,projectile
adam,0.001,1e-06,0.9,0.99,1e-08,2000,,16,6,Sigmoid,0.008893311023712158,2.7044620513916016,16,4,1,projectile
adam,0.001,0.0001,0.9,0.99,1e-08,2000,,8,6,Sigmoid,2.378016471862793,2.7143640518188477,128,4,1,projectile
adam,0.001,1e-05,0.9,0.99,1e-08,2000,,8,6,Sigmoid,2.419025421142578,2.7419800758361816,128,4,1,projectile
adam,0.001,1e-05,0.9,0.99,1e-08,2000,,8,6,Sigmoid,2.654787540435791,2.756660223007202,1024,4,1,projectile
adam,0.001,1e-06,0.9,0.99,1e-08,2000,,8,6,Sigmoid,2.511996269226074,2.8139452934265137,128,4,1,projectile
adam,0.001,0.0001,0.9,0.99,1e-08,2000,,8,6,Sigmoid,2.743227005004883,2.836738109588623,256,4,1,projectile
adam,0.001,0.0001,0.9,0.99,1e-08,2000,,8,6,Sigmoid,2.797469139099121,2.8473806381225586,1024,4,1,projectile
adam,0.001,1e-07,0.9,0.99,1e-08,2000,,8,6,Sigmoid,2.775266170501709,2.873775005340576,512,4,1,projectile
adam,0.001,1e-06,0.9,0.99,1e-08,2000,,8,6,Sigmoid,2.849971055984497,2.8965840339660645,1024,4,1,projectile
adam,0.001,1e-06,0.9,0.99,1e-08,2000,,8,6,Sigmoid,2.8385753631591797,2.931467056274414,1024,4,1,projectile
adam,0.001,1e-05,0.9,0.99,1e-08,2000,,8,6,Sigmoid,2.6426987648010254,2.9759583473205566,256,4,1,projectile
adam,0.001,1e-07,0.9,0.99,1e-08,2000,,8,6,Sigmoid,2.9738097190856934,2.9877164363861084,1024,4,1,projectile
adam,0.001,0.0001,0.9,0.99,1e-08,2000,,8,6,Sigmoid,2.8507728576660156,2.991314649581909,512,4,1,projectile
adam,0.001,1e-06,0.9,0.99,1e-08,2000,,8,6,Sigmoid,2.8852033615112305,3.056410551071167,256,4,1,projectile
adam,0.001,1e-07,0.9,0.99,1e-08,2000,,8,6,Sigmoid,1.9512114524841309,3.068850040435791,64,4,1,projectile
adam,0.001,1e-05,0.9,0.99,1e-08,2000,,8,6,Sigmoid,2.687084674835205,3.107311964035034,128,4,1,projectile
adam,0.001,1e-06,0.9,0.99,1e-08,2000,,8,6,Sigmoid,2.9819822311401367,3.120680093765259,256,4,1,projectile
adam,0.001,1e-07,0.9,0.99,1e-08,2000,,8,6,Sigmoid,1.6220831871032715,3.1208696365356445,32,4,1,projectile
adam,0.001,1e-06,0.9,0.99,1e-08,2000,,8,6,Sigmoid,2.2597904205322266,3.1497530937194824,64,4,1,projectile
adam,0.001,1e-07,0.9,0.99,1e-08,2000,,8,6,Sigmoid,2.928586959838867,3.3099324703216553,256,4,1,projectile
adam,0.001,1e-05,0.9,0.99,1e-08,2000,,8,6,Sigmoid,3.211430072784424,3.315356731414795,512,4,1,projectile
adam,0.001,0.0001,0.9,0.99,1e-08,2000,,8,6,Sigmoid,2.6048929691314697,3.36361026763916,64,4,1,projectile
adam,0.001,1e-07,0.9,0.99,1e-08,2000,,8,6,Sigmoid,3.1566333770751953,3.364018440246582,256,4,1,projectile
adam,0.001,1e-07,0.9,0.99,1e-08,2000,,8,6,Sigmoid,2.9452316761016846,3.365715503692627,128,4,1,projectile
adam,0.001,0.0001,0.9,0.99,1e-08,2000,,8,6,Sigmoid,3.1785850524902344,3.3678503036499023,256,4,1,projectile
adam,0.001,0.0001,0.9,0.99,1e-08,2000,,8,6,Sigmoid,3.1104369163513184,3.377730369567871,256,4,1,projectile
adam,0.001,1e-05,0.9,0.99,1e-08,2000,,8,6,Sigmoid,2.0908749103546143,3.378401041030884,64,4,1,projectile
adam,0.001,0.0001,0.9,0.99,1e-08,2000,16.0,4,12,Sigmoid,3.3781023025512695,3.467132568359375,32,16,1,projectile
adam,0.001,0.0001,0.9,0.99,1e-08,2000,,8,6,Sigmoid,2.6614062786102295,3.481221914291382,64,4,1,projectile
adam,0.001,1e-06,0.9,0.99,1e-08,2000,,8,6,Sigmoid,2.810797929763794,3.5090577602386475,128,4,1,projectile
adam,0.001,1e-05,0.9,0.99,1e-08,2000,,8,6,Sigmoid,2.0232744216918945,3.5187768936157227,32,4,1,projectile
adam,0.001,1e-06,0.9,0.99,1e-08,2000,,8,6,Sigmoid,1.8988354206085205,3.531677722930908,64,4,1,projectile
adam,0.001,0.0001,0.9,0.99,1e-08,2000,,8,6,Sigmoid,3.3994200229644775,3.574983596801758,128,4,1,projectile
adam,0.001,1e-06,0.9,0.99,1e-08,2000,,8,6,Sigmoid,1.8106253147125244,3.6924993991851807,64,4,1,projectile
adam,0.001,1e-07,0.9,0.99,1e-08,2000,,8,6,Sigmoid,3.625378370285034,3.718895673751831,128,4,1,projectile
adam,0.001,0.0001,0.9,0.99,1e-08,2000,,8,6,Sigmoid,3.193392753601074,3.7306272983551025,128,4,1,projectile
adam,0.001,1e-05,0.9,0.99,1e-08,2000,,8,6,Sigmoid,3.7216057777404785,3.7344770431518555,512,4,1,projectile
adam,0.001,1e-06,0.9,0.99,1e-08,2000,,8,6,Sigmoid,3.717353343963623,3.7381703853607178,512,4,1,projectile
adam,0.001,0.0001,0.9,0.99,1e-08,2000,,8,6,Sigmoid,2.435483455657959,3.80905818939209,32,4,1,projectile
adam,0.001,1e-05,0.9,0.99,1e-08,2000,,8,6,Sigmoid,3.7514991760253906,3.855722427368164,128,4,1,projectile
adam,0.001,1e-06,0.9,0.99,1e-08,2000,,8,6,Sigmoid,3.6971449851989746,3.8631696701049805,256,4,1,projectile
adam,0.001,1e-07,0.9,0.99,1e-08,2000,,8,6,Sigmoid,3.770103931427002,3.8644731044769287,256,4,1,projectile
adam,0.001,1e-06,0.9,0.99,1e-08,2000,,8,6,Sigmoid,3.441016674041748,3.8704850673675537,128,4,1,projectile
adam,0.001,1e-06,0.9,0.99,1e-08,2000,,8,6,Sigmoid,3.486875057220459,3.879883289337158,128,4,1,projectile
adam,0.001,1e-07,0.9,0.99,1e-08,2000,,8,6,Sigmoid,3.536031723022461,3.9120588302612305,256,4,1,projectile
adam,0.001,0.0001,0.9,0.99,1e-08,2000,,8,6,Sigmoid,2.9410085678100586,3.9669249057769775,64,4,1,projectile
adam,0.001,1e-06,0.9,0.99,1e-08,2000,,8,6,Sigmoid,3.770995616912842,3.9729702472686768,256,4,1,projectile
adam,0.001,1e-06,0.9,0.99,1e-08,2000,,8,6,Sigmoid,3.96958589553833,3.9947681427001953,1024,4,1,projectile
adam,0.001,1e-06,0.9,0.99,1e-08,2000,,8,6,Sigmoid,3.153736114501953,4.0159454345703125,32,4,1,projectile
adam,0.001,1e-05,0.9,0.99,1e-08,2000,,8,6,Sigmoid,3.993025064468384,4.06163215637207,1024,4,1,projectile
adam,0.001,1e-06,0.9,0.99,1e-08,2000,,8,6,Sigmoid,1.7461589574813843,4.068742275238037,16,4,1,projectile
adam,0.001,0.0001,0.9,0.99,1e-08,2000,,8,6,Sigmoid,2.645707368850708,4.083422660827637,64,4,1,projectile
adam,0.001,0.0001,0.9,0.99,1e-08,2000,,8,6,Sigmoid,2.179497003555298,4.091655731201172,32,4,1,projectile
adam,0.001,1e-07,0.9,0.99,1e-08,2000,,8,6,Sigmoid,2.859135389328003,4.106823921203613,64,4,1,projectile
adam,0.001,1e-05,0.9,0.99,1e-08,2000,,8,6,Sigmoid,4.109561920166016,4.128046035766602,512,4,1,projectile
adam,0.001,1e-06,0.9,0.99,1e-08,2000,,8,6,Sigmoid,3.270251750946045,4.135004043579102,64,4,1,projectile
adam,0.001,1e-05,0.9,0.99,1e-08,2000,,8,6,Sigmoid,2.3010101318359375,4.139298915863037,16,4,1,projectile
adam,0.001,1e-05,0.9,0.99,1e-08,2000,,8,6,Sigmoid,3.5656542778015137,4.208029747009277,64,4,1,projectile
adam,0.001,0.0001,0.9,0.99,1e-08,2000,,8,6,Sigmoid,4.121340751647949,4.22028112411499,512,4,1,projectile
adam,0.001,1e-07,0.9,0.99,1e-08,2000,,8,6,Sigmoid,2.9860568046569824,4.238932132720947,64,4,1,projectile
adam,0.001,1e-07,0.9,0.99,1e-08,2000,,8,6,Sigmoid,3.971578598022461,4.261682510375977,128,4,1,projectile
adam,0.001,1e-06,0.9,0.99,1e-08,2000,,8,6,Sigmoid,3.164668321609497,4.277718544006348,64,4,1,projectile
adam,0.001,0.0001,0.9,0.99,1e-08,2000,,8,6,Sigmoid,2.641286849975586,4.295012474060059,32,4,1,projectile
adam,0.001,1e-06,0.9,0.99,1e-08,2000,,8,6,Sigmoid,2.512200117111206,4.323004245758057,16,4,1,projectile
adam,0.001,1e-07,0.9,0.99,1e-08,2000,,8,6,Sigmoid,2.900996685028076,4.327798366546631,32,4,1,projectile
adam,0.001,1e-07,0.9,0.99,1e-08,2000,,8,6,Sigmoid,4.205036640167236,4.33603572845459,128,4,1,projectile
adam,0.001,1e-07,0.9,0.99,1e-08,2000,,8,6,Sigmoid,2.328723430633545,4.355342864990234,32,4,1,projectile
adam,0.001,1e-05,0.9,0.99,1e-08,2000,,8,6,Sigmoid,3.1832468509674072,4.42397928237915,64,4,1,projectile
adam,0.001,1e-07,0.9,0.99,1e-08,2000,,8,6,Sigmoid,2.2887048721313477,4.532420635223389,16,4,1,projectile
adam,0.001,0.0001,0.9,0.99,1e-08,2000,,8,6,Sigmoid,4.393604278564453,4.539429187774658,256,4,1,projectile
adam,0.001,1e-06,0.9,0.99,1e-08,2000,,8,6,Sigmoid,4.064136505126953,4.566014289855957,64,4,1,projectile
adam,0.001,1e-05,0.9,0.99,1e-08,2000,,8,6,Sigmoid,2.5933945178985596,4.58461332321167,32,4,1,projectile
adam,0.001,0.0001,0.9,0.99,1e-08,2000,,8,6,Sigmoid,4.238418102264404,4.6328935623168945,64,4,1,projectile
adam,0.001,0.0001,0.9,0.99,1e-08,2000,,8,6,Sigmoid,3.923175096511841,4.649115562438965,64,4,1,projectile
adam,0.001,1e-07,0.9,0.99,1e-08,2000,,8,6,Sigmoid,4.1845197677612305,4.6598968505859375,128,4,1,projectile
adam,0.001,1e-05,0.9,0.99,1e-08,2000,,8,6,Sigmoid,3.9289770126342773,4.667226791381836,64,4,1,projectile
adam,0.001,1e-06,0.9,0.99,1e-08,2000,,8,6,Sigmoid,2.956939458847046,4.6852898597717285,32,4,1,projectile
adam,0.001,1e-07,0.9,0.99,1e-08,2000,,8,6,Sigmoid,4.059863567352295,4.744403839111328,64,4,1,projectile
adam,0.001,1e-05,0.9,0.99,1e-08,2000,,8,6,Sigmoid,3.227522850036621,4.757926940917969,32,4,1,projectile
adam,0.001,1e-07,0.9,0.99,1e-08,2000,,8,6,Sigmoid,4.023992538452148,4.766729354858398,64,4,1,projectile
adam,0.001,0.0001,0.9,0.99,1e-08,2000,,8,6,Sigmoid,3.660524606704712,4.779500961303711,32,4,1,projectile
adam,0.001,1e-05,0.9,0.99,1e-08,2000,,8,6,Sigmoid,4.845108985900879,4.853849411010742,1024,4,1,projectile
adam,0.001,1e-07,0.9,0.99,1e-08,2000,,8,6,Sigmoid,2.8048205375671387,4.8785247802734375,16,4,1,projectile
adam,0.001,1e-05,0.9,0.99,1e-08,2000,,8,6,Sigmoid,3.5315232276916504,4.885498046875,32,4,1,projectile
adam,0.001,1e-05,0.9,0.99,1e-08,2000,,8,6,Sigmoid,2.8115057945251465,4.892108917236328,16,4,1,projectile
adam,0.001,0.0001,0.9,0.99,1e-08,2000,,8,6,Sigmoid,3.691345691680908,4.916475296020508,32,4,1,projectile
adam,0.001,1e-05,0.9,0.99,1e-08,2000,,8,6,Sigmoid,4.836465835571289,4.92960786819458,256,4,1,projectile
adam,0.001,1e-05,0.9,0.99,1e-08,2000,,8,6,Sigmoid,4.070313453674316,4.952948570251465,64,4,1,projectile
adam,0.001,1e-05,0.9,0.99,1e-08,2000,,8,6,Sigmoid,4.92289924621582,5.008221626281738,256,4,1,projectile
adam,0.001,1e-05,0.9,0.99,1e-08,2000,,8,6,Sigmoid,4.661520481109619,5.015120506286621,128,4,1,projectile
adam,0.001,1e-07,0.9,0.99,1e-08,2000,,8,6,Sigmoid,2.5901618003845215,5.02292537689209,16,4,1,projectile
adam,0.001,1e-06,0.9,0.99,1e-08,2000,,8,6,Sigmoid,3.2552733421325684,5.063928127288818,16,4,1,projectile
adam,0.001,1e-05,0.9,0.99,1e-08,2000,,8,6,Sigmoid,4.525968074798584,5.072473526000977,64,4,1,projectile
adam,0.001,0.0001,0.9,0.99,1e-08,2000,,8,6,Sigmoid,2.9675543308258057,5.084805488586426,16,4,1,projectile
adam,0.001,1e-06,0.9,0.99,1e-08,2000,,8,6,Sigmoid,2.8526864051818848,5.123663902282715,16,4,1,projectile
adam,0.001,1e-05,0.9,0.99,1e-08,2000,,8,6,Sigmoid,3.319657325744629,5.181449890136719,32,4,1,projectile
adam,0.001,1e-06,0.9,0.99,1e-08,2000,,8,6,Sigmoid,3.7887699604034424,5.181901931762695,32,4,1,projectile
adam,0.001,0.0001,0.9,0.99,1e-08,2000,,8,6,Sigmoid,3.090744972229004,5.204627990722656,16,4,1,projectile
adam,0.001,0.0001,0.9,0.99,1e-08,2000,,8,6,Sigmoid,3.0625646114349365,5.211760520935059,16,4,1,projectile
adam,0.001,1e-05,0.9,0.99,1e-08,2000,,8,6,Sigmoid,4.275390625,5.252849102020264,64,4,1,projectile
adam,0.001,1e-06,0.9,0.99,1e-08,2000,,8,6,Sigmoid,3.1186351776123047,5.268694877624512,16,4,1,projectile
adam,0.001,1e-05,0.9,0.99,1e-08,2000,,8,6,Sigmoid,3.344478130340576,5.299382209777832,16,4,1,projectile
adam,0.001,1e-07,0.9,0.99,1e-08,2000,,8,6,Sigmoid,3.736076831817627,5.30198860168457,32,4,1,projectile
adam,0.001,0.0001,0.9,0.99,1e-08,2000,,8,6,Sigmoid,3.625598430633545,5.332345962524414,32,4,1,projectile
adam,0.001,1e-05,0.9,0.99,1e-08,2000,,8,6,Sigmoid,4.222079277038574,5.351372718811035,32,4,1,projectile
adam,0.001,1e-05,0.9,0.99,1e-08,2000,,8,6,Sigmoid,3.510857582092285,5.387459754943848,16,4,1,projectile
adam,0.001,1e-05,0.9,0.99,1e-08,2000,,8,6,Sigmoid,3.3992764949798584,5.409461975097656,16,4,1,projectile
adam,0.001,0.0001,0.9,0.99,1e-08,2000,,8,6,Sigmoid,5.280083656311035,5.415133476257324,128,4,1,projectile
adam,0.001,1e-06,0.9,0.99,1e-08,2000,,8,6,Sigmoid,3.5521302223205566,5.421882152557373,32,4,1,projectile
adam,0.001,1e-06,0.9,0.99,1e-08,2000,,8,6,Sigmoid,3.9661178588867188,5.483345031738281,16,4,1,projectile
adam,0.001,1e-05,0.9,0.99,1e-08,2000,,8,6,Sigmoid,3.4999845027923584,5.483662128448486,16,4,1,projectile
adam,0.001,0.0001,0.9,0.99,1e-08,2000,,8,6,Sigmoid,3.4779951572418213,5.5170488357543945,16,4,1,projectile
adam,0.001,0.0001,0.9,0.99,1e-08,2000,,8,6,Sigmoid,4.444223403930664,5.526733875274658,16,4,1,projectile
adam,0.001,1e-06,0.9,0.99,1e-08,2000,,8,6,Sigmoid,3.922189712524414,5.545470237731934,16,4,1,projectile
adam,0.001,1e-05,0.9,0.99,1e-08,2000,,8,6,Sigmoid,3.434241771697998,5.578560829162598,16,4,1,projectile
adam,0.001,0.0001,0.9,0.99,1e-08,2000,,8,6,Sigmoid,3.556929349899292,5.6661529541015625,16,4,1,projectile
adam,0.001,1e-07,0.9,0.99,1e-08,2000,,8,6,Sigmoid,4.370532512664795,5.695709228515625,32,4,1,projectile
adam,0.001,1e-06,0.9,0.99,1e-08,2000,,8,6,Sigmoid,3.6427183151245117,5.741430282592773,16,4,1,projectile
adam,0.001,1e-07,0.9,0.99,1e-08,2000,,8,6,Sigmoid,4.1560235023498535,5.795203685760498,32,4,1,projectile
adam,0.001,0.0001,0.9,0.99,1e-08,2000,,8,6,Sigmoid,4.004907608032227,5.813139915466309,16,4,1,projectile
adam,0.001,1e-05,0.9,0.99,1e-08,2000,,8,6,Sigmoid,5.805346488952637,5.967769622802734,128,4,1,projectile
adam,0.001,1e-07,0.9,0.99,1e-08,2000,,8,6,Sigmoid,4.177122592926025,5.993887901306152,16,4,1,projectile
adam,0.001,1e-06,0.9,0.99,1e-08,2000,,8,6,Sigmoid,4.568801403045654,5.99663782119751,32,4,1,projectile
adam,0.001,1e-07,0.9,0.99,1e-08,2000,,8,6,Sigmoid,4.346607685089111,6.085411548614502,32,4,1,projectile
adam,0.001,1e-06,0.9,0.99,1e-08,2000,,8,6,Sigmoid,5.396144390106201,6.103864669799805,64,4,1,projectile
adam,0.001,0.0001,0.9,0.99,1e-08,2000,,8,6,Sigmoid,4.1170878410339355,6.11586332321167,16,4,1,projectile
adam,0.001,1e-05,0.9,0.99,1e-08,2000,,8,6,Sigmoid,5.865178108215332,6.176249980926514,128,4,1,projectile
adam,0.001,1e-07,0.9,0.99,1e-08,2000,,8,6,Sigmoid,5.07240629196167,6.214935779571533,64,4,1,projectile
adam,0.001,0.0001,0.9,0.99,1e-08,2000,,8,6,Sigmoid,5.274435043334961,6.222782135009766,64,4,1,projectile
adam,0.001,1e-07,0.9,0.99,1e-08,2000,,8,6,Sigmoid,4.299419403076172,6.222916603088379,16,4,1,projectile
adam,0.001,1e-05,0.9,0.99,1e-08,2000,,4,12,Sigmoid,6.10174560546875,6.235682487487793,256,8,1,projectile
adam,0.001,0.0001,0.9,0.99,1e-08,2000,,4,6,Sigmoid,6.167942523956299,6.236560821533203,1024,4,1,projectile
adam,0.001,1e-07,0.9,0.99,1e-08,2000,,8,6,Sigmoid,5.86944580078125,6.283759117126465,64,4,1,projectile
adam,0.001,0.0001,0.9,0.99,1e-08,2000,,4,6,Sigmoid,6.297583103179932,6.293440818786621,512,4,1,projectile
adam,0.001,1e-05,0.9,0.99,1e-08,2000,,8,6,Sigmoid,5.330499649047852,6.297242164611816,32,4,1,projectile
adam,0.001,1e-05,0.9,0.99,1e-08,2000,,8,6,Sigmoid,4.535557270050049,6.36591911315918,16,4,1,projectile
adam,0.001,1e-07,0.9,0.99,1e-08,2000,,8,6,Sigmoid,4.4263834953308105,6.397761344909668,16,4,1,projectile
adam,0.001,1e-07,0.9,0.99,1e-08,2000,,8,6,Sigmoid,4.798233509063721,6.426065444946289,32,4,1,projectile
adam,0.001,1e-06,0.9,0.99,1e-08,2000,,8,6,Sigmoid,5.186243057250977,6.4633941650390625,32,4,1,projectile
adam,0.001,0.0001,0.9,0.99,1e-08,2000,,8,6,Sigmoid,4.794891357421875,6.511614799499512,32,4,1,projectile
adam,0.001,0.0001,0.9,0.99,1e-08,2000,,8,6,Sigmoid,5.189229488372803,6.525032997131348,32,4,1,projectile
adam,0.001,1e-06,0.9,0.99,1e-08,2000,,8,6,Sigmoid,5.069242000579834,6.526435375213623,32,4,1,projectile
adam,0.001,0.0001,0.9,0.99,1e-08,2000,,8,6,Sigmoid,4.873276710510254,6.631206512451172,16,4,1,projectile
adam,0.001,1e-05,0.9,0.99,1e-08,2000,,4,12,Sigmoid,6.614902973175049,6.656045436859131,1024,8,1,projectile
adam,0.001,1e-05,0.9,0.99,1e-08,2000,,4,12,Sigmoid,6.436178684234619,6.658746719360352,128,8,1,projectile
adam,0.001,1e-07,0.9,0.99,1e-08,2000,,8,6,Sigmoid,4.746799468994141,6.697909355163574,16,4,1,projectile
adam,0.001,1e-06,0.9,0.99,1e-08,2000,,8,6,Sigmoid,5.307128429412842,6.856534004211426,16,4,1,projectile
adam,0.001,1e-07,0.9,0.99,1e-08,2000,,4,6,Sigmoid,6.669984817504883,6.87711763381958,64,4,1,projectile
adam,0.001,1e-07,0.9,0.99,1e-08,2000,,8,6,Sigmoid,5.264549732208252,6.903462886810303,16,4,1,projectile
adam,0.001,0.0001,0.9,0.99,1e-08,2000,,4,6,Sigmoid,6.930657863616943,6.944736957550049,1024,4,1,projectile
adam,0.001,1e-05,0.9,0.99,1e-08,2000,,8,6,Sigmoid,5.375502586364746,6.951260566711426,16,4,1,projectile
adam,0.001,1e-05,0.9,0.99,1e-08,2000,,4,6,Sigmoid,6.792393684387207,6.98417854309082,128,4,1,projectile
adam,0.001,1e-06,0.9,0.99,1e-08,2000,,8,6,Sigmoid,5.627768516540527,7.197056293487549,32,4,1,projectile
adam,0.001,1e-06,0.9,0.99,1e-08,2000,,4,6,Sigmoid,6.830886363983154,7.255896091461182,64,4,1,projectile
adam,0.001,1e-06,0.9,0.99,1e-08,2000,,4,6,Sigmoid,7.207326889038086,7.266879081726074,64,4,1,projectile
adam,0.001,1e-06,0.9,0.99,1e-08,2000,,4,6,Sigmoid,7.294050216674805,7.278554439544678,512,4,1,projectile
adam,0.001,1e-05,0.9,0.99,1e-08,2000,,4,6,Sigmoid,7.275907516479492,7.301584243774414,256,4,1,projectile
adam,0.001,1e-05,0.9,0.99,1e-08,2000,,8,6,Sigmoid,5.974801063537598,7.330524921417236,32,4,1,projectile
adam,0.001,0.0001,0.9,0.99,1e-08,2000,,4,12,Sigmoid,7.248950958251953,7.388111114501953,256,8,1,projectile
adam,0.001,1e-05,0.9,0.99,1e-08,2000,,4,6,Sigmoid,7.343263149261475,7.435879230499268,128,4,1,projectile
adam,0.001,1e-07,0.9,0.99,1e-08,2000,,4,6,Sigmoid,7.405109405517578,7.463200569152832,512,4,1,projectile
adam,0.001,1e-07,0.9,0.99,1e-08,2000,,4,12,Sigmoid,7.126375675201416,7.492334842681885,32,8,1,projectile
adam,0.001,1e-07,0.9,0.99,1e-08,2000,,4,12,Sigmoid,7.46735143661499,7.534318923950195,1024,8,1,projectile
adam,0.001,1e-06,0.9,0.99,1e-08,2000,,4,6,Sigmoid,7.4236860275268555,7.534366607666016,128,4,1,projectile
adam,0.001,1e-06,0.9,0.99,1e-08,2000,,4,6,Sigmoid,7.474485397338867,7.591495513916016,256,4,1,projectile
adam,0.001,1e-06,0.9,0.99,1e-08,2000,,4,6,Sigmoid,7.63930606842041,7.652614116668701,512,4,1,projectile
adam,0.001,1e-06,0.9,0.99,1e-08,2000,,4,6,Sigmoid,7.624579906463623,7.671921730041504,256,4,1,projectile
adam,0.001,0.0001,0.9,0.99,1e-08,2000,,4,6,Sigmoid,7.631024360656738,7.689504623413086,128,4,1,projectile
adam,0.001,1e-07,0.9,0.99,1e-08,2000,,4,12,Sigmoid,7.749918460845947,7.763157367706299,1024,8,1,projectile
adam,0.001,1e-07,0.9,0.99,1e-08,2000,,4,12,Sigmoid,7.6561079025268555,7.790272235870361,128,8,1,projectile
adam,0.001,1e-05,0.9,0.99,1e-08,2000,,4,12,Sigmoid,7.788583278656006,7.797675609588623,64,8,1,projectile
adam,0.001,1e-05,0.9,0.99,1e-08,2000,,4,12,Sigmoid,7.804824352264404,7.811020851135254,1024,8,1,projectile
adam,0.001,0.0001,0.9,0.99,1e-08,2000,,4,12,Sigmoid,7.782541275024414,7.821760177612305,1024,8,1,projectile
adam,0.001,0.0001,0.9,0.99,1e-08,2000,,4,6,Sigmoid,7.767168998718262,7.871247291564941,256,4,1,projectile
adam,0.001,0.0001,0.9,0.99,1e-08,2000,,4,6,Sigmoid,7.9067277908325195,7.919511795043945,128,4,1,projectile
adam,0.001,1e-07,0.9,0.99,1e-08,2000,,4,12,Sigmoid,7.339878082275391,7.954278469085693,64,8,1,projectile
adam,0.001,1e-06,0.9,0.99,1e-08,2000,,4,12,Sigmoid,7.950411319732666,7.988847732543945,1024,8,1,projectile
adam,0.001,0.0001,0.9,0.99,1e-08,2000,,4,12,Sigmoid,7.637114524841309,7.994651794433594,64,8,1,projectile
adam,0.001,1e-06,0.9,0.99,1e-08,2000,,4,6,Sigmoid,7.870294570922852,8.043500900268555,32,4,1,projectile
adam,0.001,1e-07,0.9,0.99,1e-08,2000,,4,6,Sigmoid,7.99366569519043,8.060640335083008,1024,4,1,projectile
adam,0.001,0.0001,0.9,0.99,1e-08,2000,,4,6,Sigmoid,7.933701515197754,8.122512817382812,128,4,1,projectile
adam,0.001,1e-06,0.9,0.99,1e-08,2000,,4,6,Sigmoid,7.843033790588379,8.12567138671875,64,4,1,projectile
adam,0.001,0.0001,0.9,0.99,1e-08,2000,,4,12,Sigmoid,8.107491493225098,8.137715339660645,512,8,1,projectile
adam,0.001,1e-06,0.9,0.99,1e-08,2000,,4,12,Sigmoid,8.102421760559082,8.138809204101562,1024,8,1,projectile
adam,0.001,1e-06,0.9,0.99,1e-08,2000,,4,6,Sigmoid,8.091978073120117,8.153432846069336,512,4,1,projectile
adam,0.001,1e-05,0.9,0.99,1e-08,2000,,4,6,Sigmoid,7.855399131774902,8.222453117370605,32,4,1,projectile
adam,0.001,1e-05,0.9,0.99,1e-08,2000,,4,12,Sigmoid,8.169791221618652,8.23334789276123,256,8,1,projectile
adam,0.001,1e-06,0.9,0.99,1e-08,2000,,4,6,Sigmoid,8.175094604492188,8.235374450683594,256,4,1,projectile
adam,0.001,1e-07,0.9,0.99,1e-08,2000,,4,6,Sigmoid,8.187562942504883,8.244935989379883,128,4,1,projectile
adam,0.001,1e-05,0.9,0.99,1e-08,2000,,4,6,Sigmoid,7.161322593688965,8.252471923828125,16,4,1,projectile
adam,0.001,1e-05,0.9,0.99,1e-08,2000,,4,6,Sigmoid,7.140537261962891,8.259300231933594,16,4,1,projectile
adam,0.001,0.0001,0.9,0.99,1e-08,2000,,4,12,Sigmoid,8.26039981842041,8.292803764343262,256,8,1,projectile
adam,0.001,1e-05,0.9,0.99,1e-08,2000,,4,6,Sigmoid,8.261266708374023,8.297389030456543,1024,4,1,projectile
adam,0.001,1e-07,0.9,0.99,1e-08,2000,,4,6,Sigmoid,8.249990463256836,8.304849624633789,128,4,1,projectile
adam,0.001,1e-06,0.9,0.99,1e-08,2000,,4,6,Sigmoid,8.272680282592773,8.305910110473633,256,4,1,projectile
adam,0.001,1e-07,0.9,0.99,1e-08,2000,,4,12,Sigmoid,8.29311752319336,8.312259674072266,512,8,1,projectile
adam,0.001,1e-05,0.9,0.99,1e-08,2000,,4,12,Sigmoid,8.241734504699707,8.336671829223633,256,8,1,projectile
adam,0.001,1e-07,0.9,0.99,1e-08,2000,,4,12,Sigmoid,8.283714294433594,8.351933479309082,128,8,1,projectile
