learning_rate,reg_param,batch_norm,depth,num_hidden_layers,activation,train_error,test_error,train_size,optim_time,epochs,sampling_type
0.01,1e-06,True,20,6,Sigmoid,0.0061318934895098,0.0230634827166795,256,1,1000,sobol
0.001,1e-05,True,8,6,Sigmoid,0.0207394957542419,0.0234049316495656,1024,1,1000,sobol
0.01,1e-07,True,8,6,Sigmoid,0.0082290787249803,0.0234708450734615,256,1,1000,sobol
0.01,1e-05,True,8,6,Sigmoid,0.0087571395561099,0.0236115660518407,256,1,1000,sobol
0.01,1e-07,True,12,6,Sigmoid,0.0060780621133744,0.0236350838094949,256,1,1000,sobol
0.001,1e-06,True,20,12,Sigmoid,0.0178726855665445,0.023669296875596,2048,6,1000,sobol
0.01,1e-06,True,8,24,Sigmoid,0.0125567466020584,0.0237104389816522,512,151,1000,sobol
0.001,1e-07,True,20,12,Sigmoid,0.0177249889820814,0.0237352382391691,2048,6,1000,sobol
0.01,0.0001,True,16,12,Sigmoid,0.0225926451385021,0.023787697777152,4096,8,1000,sobol
0.01,1e-05,True,20,6,Sigmoid,0.0074591003358364,0.0238049793988466,256,1,1000,sobol
0.01,1e-07,True,16,6,Sigmoid,0.0074691050685942,0.0239063873887062,256,1,1000,sobol
0.001,1e-06,True,8,24,Sigmoid,0.0216959677636623,0.0239664837718009,4096,11,1000,sobol
